movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;relative_increase;absolute_increase
carol;10;foxgrove;/user/foxgrove;Nov 20, 2015;"[ ""This could just as easily be titled ‘Close to Heaven’ as this is an absolutely brilliant adaptation of Patricia Highsmith’s book ‘The Price of Salt’."", ""An incandescently beautiful Cate Blanchett is hypnotically stunning in the title role. Unhappily married to Harge (Kyle Chandler) she suddenly finds herself attracted to (and then involved with) a much younger shop girl, Therese, exquisitely played by Rooney Mara. Both actresses hold centre stage for two hours and mesmerise throughout. Mara has never been better and understates to perfection, whilst Blanchett once again surpasses her own indelible standards with her aura, elegance and class. She is without equal at the moment, undoubtedly the best actress currently working in films. If she doesn’t nab a third Academy Award for this dream of a performance then the Oscars should finally call it a day."", ""Credit for this gem must also be given to Todd Haynes whose direction is a master class in precision and restraint. He has an uncanny knack for knowing how to get the most from every moment in every scene, and he has an amazing eye for detail. He is complimented in this by the superb screenplay by Phyllis Nagy. Her outstanding writing is full of subtlety and context. To this the actors bring the added nuances that enables them to completely realise these thrillingly flesh and blood characters. Between them they pull off an ending that is cinema heaven, as unexpected as it is wanted. An ending that hits all the right notes to perfection."", ""Past collaborators also bring their skills. Ed Lachman’s cinematography has a deliberately more subdued and grainy look than his lush work on ‘Far From Heaven’, and the colour palette is also far less vibrant. However, it is all in keeping with the period and the unfolding drama. Sandy Powell’s costumes are again gorgeous and her dressing of Mara contributes to the feeling that one is watching a young Audrey Hepburn. Carter Burwell riffs Elmer Bernstein’s astonishingly beautiful score from the earlier film, but his music is lovely in its own right. All other production values are of the highest order, as are the supporting performances of Kyle Chandler and Sarah Paulson."", ""A fitting and complimentary companion piece to ‘Far From Heaven’, and like that one this is a sublime film. One to see again and again."" ]";9.0;13.0;9.0;4.0;2.5;6
mommy;10;foxgrove;/user/foxgrove;Apr  3, 2015;"[ ""An exhilaratingly original, exciting and audacious work from director Xavier Dolan that holds one spellbound for every one of its 139 minutes. Despite subject matter that could have been either downbeat or depressing the film manages to project both hope and humour in its telling of the relationships between three damaged individuals. Dolan’s skill as a visionary director is on display constantly and his bravura use of the camera is imaginative. This includes the unusual decision to film in the 1:1 ratio as if to reflect the restricted lives under the spotlight. Simple shots and a blend of techniques are equally breath taking to behold and have maximum impact within the context of both the scene and the story as a whole. Dolan is also very well served by his three principle actors who deliver sublimely knock out performances. Anne Dorval as the thick skinned but tackily dressed mother of a violent and uncontrollable son, is a gutsy and loud presence that can’t be ignored. Suzanne Clement, on the other hand, subtly shows us the layers of a withdrawn wife and mother who’s stuttering only begins to subside when around these two larger than life individuals. As the son, Antoine Olivier Pilon is one moment tender and loving and in the next dangerously out of control. All three performances are outstanding and complement each other beautifully."", ""Technically the film is also great. The editing is seamless and impressively clever. The sound is good and the use of music to accompany the visuals is cannily inspired. Wow! This is really not to be missed."" ]";1.0;1.0;1.0;0.0;2.5;6
philomena;10;foxgrove;/user/foxgrove;Nov 22, 2013;"[ ""Whilst '12 Years a Slave' and 'The Butler' are banging the drum for the civil rights movement in America, another less talked about atrocity that took place in Ireland is broached in Philomena, namely the dreadful practise of catholic nuns selling the children of young unwed mothers. These 'fallen women' were forced into convents which were run like work houses in order for them 'to cleanse their sins'. Many were in their early teens and most never saw their children again after adoption. This film concerns the search by one such mother,Philomena, who along with a journalist sets out to find the son she hasn't seen in nearly 50 years."", ""Judi Dench plays the title character and her performance is a class act. She gives an effortlessly briliiant and believable portrayal of this tortured, but hopeful woman. She is an actress to whom her art just seems to come naturally and she is again at the top of her game. Steve Coogan is also very good as the journalist and he can take another bow for co-authoring the richly textured screenplay. Whilst the writing tackles serious issues it still manages to tap into some wonderful humour in the midst of this desperately sad situation. The film, though, is certainly never mawkish, but it is at times genuinely affecting. In fact, the only thing that comes out bad here is the light shining on the Catholic Church."" ]";6.0;8.0;6.0;2.0;2.5;6
out-of-the-furnace;10;foxgrove;/user/foxgrove;Feb  6, 2014;"[ ""From the edgy opening scene of Out of the Furnace you are hooked. Director Scott Hooper hones in on his fine cast, which is in fact one of the best ensembles in recent memory, and hypnotically draws us in to their hum drum and rather melancholic lives. Pennsylvania looks every bit as bleak as I remember it from 'The Deer Hunter' and this is perfectly captured in the stark cinematography. The camera's eye treats the steel mill and surrounding areas as if they are another character and you really do get a sense of the place and the unfulfilled lives of the people living there. At times the film's tone is extremely tense, a lot of which is due to the menacing performance of Woody Harrelson who looks as if he has just stepped out of 'The Hills Have Eyes'. Christian Bale, in a rare understated but none the less brilliant turn, is even better here than he is n his Oscar nominated role in 'American Hustle'. Casey Affleck and Willem Defoe also impress and one has to applaud Sam Shepard, who seems to have an uncanny knack for being only minimally involved in really good films. The music is surprisingly beautiful given the content, which is at times extremely violent, and the film holds you in a vice like grip from beginning to end. Ironically, it is only the overt symbolism attached to the deer hunt and bare knuckle fight scenes that can be slightly criticised but, in truth, to do so would be pernickety as this is a truly outstanding film."" ]";1.0;2.0;1.0;1.0;2.5;6
the-hunt;10;foxgrove;/user/foxgrove;Jul 12, 2013;"[ ""Difficult subject matter is subtly and convincingly handled by director Thomas Vinterberg. Mads Mikkelsen is outstanding as the persecuted innocent, His quiet desperation ultimately turning into uncontrollable rage is truly rousing. The ending whilst ambiguous is not unsatisfying."" ]";1.0;1.0;1.0;0.0;2.5;6
love-is-all-you-need;10;foxgrove;/user/foxgrove;May  3, 2013;"[ ""Love is all you need is a captivating and enchanting film. A romantic drama that, for once, is honestly written with believable characters and situations the result of which is an emotional joy that only the most jaded cynics will scoff at. Of course there are a few contrivances and cliche's (the cheating husband is the most glaring culprit), but director Susanne Bier elicits beautiful performances from her entire cast with Pierce Brosnan and Trine Dyrholm leading the way. Returning to Italy after the debacle that was 'Mama Mia', Brosnan turns in arguably his best ever performance and Dyrholm is just radiantly wonderful. I have to say that I really had low expectations for this film, but it is a total delight. You also get the ending you want and one the film earns."" ]";0.0;0.0;0.0;0.0;2.5;6
the-impossible;10;foxgrove;/user/foxgrove;Jan  8, 2013;"[ ""A harrowing account of one family's desperate attempts to survive a devastating Tsunami. Based on true events that happened on Boxing Day in Thailand 2004, The Impossible offers an almost unbearably realistic depiction of the catastrophe. Director J A Bayona utilises a variety of camera set ups to immerse us into the heart of the story, whilst at other times allowing us to just observe the resultant chaos. The cinematography and special effects are amazingly good and the music score and sound stirringly compliment the visuals. Heartfelt performances by Naomi Watts, Ewan McGregor and Tom Holland add pathos to the proceedings. On the evidence I'm now totally convinced that this wonderfully intense movie experience is as close as I ever want to get to a real Tsunami."" ]";0.0;1.0;0.0;1.0;2.5;6
a-royal-affair;10;foxgrove;/user/foxgrove;Dec 11, 2012;"[ ""A Royal Affair is quite simply the best historical costume drama that I have seen for years. This is what one hopes for every time from this type of film and all to often what one gets is the debacle of something like 'The Affair of the necklace'. An unknown (to myself) period of history comes to life in the three areas that matter in a film like this. The acing of the three leads is fantastic with special praise going to Mikkel Boe Folsgaard as the king on the edge of sanity. His performance in a supporting role is the best of this year. The design and costumes are truly beautiful, and last but by no means least the writing where most films of this ilk fall down badly. Not here, however. The story is propelled onwards and upwards by intelligent dialogue delivered with expert precision by the entire cast. At the moment it seems to me that the Danes have cornered the market in quality entertainment, not only in film, but also on tv where their output is also of an extremely high standard of late (Borgen; The Killing; The Bridge to name a few). See A Royal Affair at all costs as it is a gem of a film that has almost slipped by un noticed due to its minuscule release. If you like well acted and beautifully written period dramas about royalty you won't be disappointed."" ]";0.0;0.0;0.0;0.0;2.5;6
argo;10;foxgrove;/user/foxgrove;Dec  9, 2012;[];0.0;1.0;0.0;1.0;2.5;6
weekend;10;foxgrove;/user/foxgrove;Dec 12, 2012;"[ ""Weekend is an achingly sad and beautiful film about 2 gay guys who meet up over one weekend. Tom Cullen is so devastatingly good that I thought I knew him. The two characters are presented so honestly with all their flaws and insecurities that you are by turn fascinated and hypnotised by the simplicity of the excellent screenplay. When all is said and done at its heart this is a life affirming  love story which is not to be missed."" ]";0.0;0.0;0.0;0.0;2.5;6
bridegroom;10;foxgrove;/user/foxgrove;Mar 30, 2014;"[ ""This amazing documentary is at once both life affirming and heart breaking. It tells the story of Tom and Shane who genuinely come across as 'the perfect couple' only to have their idyll shattered by a tragic accident. The film traces the now all too familiar story that they, as gay men growing up, suffered at the hands of small town mentalities. Testimonies lovingly articulated by family and friends bear out that their six year relationship really was one that most people would aspire to. Events following the accident appallingly demonstrate how cruel and selfish the actions can be by the people who purport  to love us the most, our parents!"", """", ""The film is a tear jerker of the first order and so the overly saccharine incidental music that creeps in from time to time isn't necessary as all the emotions are right up there on the screen. That said, however, there are some beautiful songs wonderfully integrated throughout which contribute to a film that will make your life all the richer for having seen it."" ]";0.0;0.0;0.0;0.0;2.5;6
the-imitation-game;10;foxgrove;/user/foxgrove;Nov 28, 2014;"[ ""This true story of the breaking of the enigma code, which effectively ended World War 2, could so easily have turned out to be one of those overly clichéd and conventional bio-pics. However, in the hands of director Morten Tyldum it has, surprisingly, become so much more. Starting with a smart and dense screenplay, which hones in on three different periods of time in the life of code breaker Alan Turing, the story is utterly compelling. Wisely, it has also been told in a straightforward and un complicated manner and after about 10 minutes one gets a dizzying sense that the film is going to be an absolute gem, a feeling that reaches fulfilment 2 hours later as the credits roll."", ""The recreation of time and place has been lovingly captured via excellent production design. In fact, the film is rich in detail. There are breathtaking vistas of war torn Britain which includes shots of bombers wreaking devastation over London and submarines firing rockets, as well as more ordinary depictions of rubble strewn streets and houses. It is also good to see the appropriate use of historic Bletchley Park as a backdrop to where all these events actually unfolded over 70 years ago. The editing seamlessly takes us from year to year without confusion or jarring transitions and the scenes leading up to, and immediately following, the breaking of the code are just thrilling. The music is another plus and whilst not particularly melodic it underscores what is happening on screen brilliantly."", ""Criticism has been levelled at the film for not focusing more on Turing’s sexuality which is as untrue as it is unfair. Beyond seeing him actually bonking we have more than enough information as to the effect his sexuality had on his life and, ultimately his death. Scenes of his childhood also give insight into the man he would become. End titles, unlike the recent ‘Foxcatcher’ are also helpful and informative."", ""Ultimately, the film belongs to its powerful cast. Benedict Cumberbatch is a revelation and he brings real humanity to the tortured Turing. Some of his moments, particularly near the end, are almost unbearably moving.  Keira Knightley is almost his equal in a smaller but crucial role. She has real power here as Turing’s one time fiancé, the lone woman breaker who as it turns out is better than the men. Supporting actors Charles Dance, Rory Kinnear and Mark Strong all contribute characters that are more than mere ciphers. Also, it is to the credit of the boy playing Turing as a young man that we believe in the subsequent actions and performance of Cumberbatch."", ""Rarely is a film as all encompassing and engrossing as this one. It is a triumph on every level and a cinematic treat."" ]";15.0;21.0;15.0;6.0;2.5;6
love-mercy;10;foxgrove;/user/foxgrove;Jul 16, 2015;"[ ""A refreshingly unfamiliar bio-pic which isn’t one of those conventional rags to riches stories so beloved of the genre, but which artistically are more often than not seen it all before pedestrian. This is a riveting, astoundingly well-acted drama concerning the mental illness afflicting The Beach Boys’ singer composer Brian Wilson, a story of which I knew absolutely nothing."", ""The original screenplay splits its running time between the younger Brian, struggling with group responsibilities as his grip on reality loosens, and the older one who is now a physical and emotional wreck in the care of people who really don’t care about him at all."", ""Director Bill Pohlad’s direction is lean and imaginative and through his actors unfolds a compelling story. As the girl who falls for and reaches out to Brian, Elizabeth Banks does some beautifully subtle and understated work conveying much without saying a word, particularly in her powerful scenes with Paul Giamatti as Brian’s unscrupulous therapist. Giamatti himself at first glance seems to be saddled with a clichéd cypher of a role, but the actor’s proven talent brings to the fore a true monster. Dano who is great at playing edgy or slightly off centre characters is in his element here as the younger Brian starting to lose control, but, amazingly, the real revelation is John Cusack as the older incarnation of the troubled singer/ composer. Cusack has often been an actor whose performances have tended to lack colour and shading, journeyman at best. Here, however, he is so much more. In a touching and compelling bit of acting he holds you spellbound whenever he is on screen."", ""The Beach Boys music permeates the film, but the story does not serve as its slave. Also, unusually, there are not any substantial concert scenes of which to speak. These are often perfunctorily thrown in when dealing with singers or groups and it is to the credit of the story that this gimmicky device was not deemed necessary in this particular instance. Period detail, most notably the costumes worn by Banks, is excellent and the sound is great. One of the best films of the year, thankfully, comes out in a summer when the season thus far has proved to be depressingly sillier than usual."" ]";4.0;5.0;4.0;1.0;2.5;6
la-la-land;10;foxgrove;/user/foxgrove;Dec 13, 2016;"[ ""La La Land is that rare movie that starts at the top and then goes on and up. At a time when musicals are not at all fashionable this one knocks it out of the park on all emotional and aesthetic levels. It is without question the best film of the year. An audacious opening song and dance number on an L A freeway sets the tone and here is where audiences will either embrace it or leave. Those who stay will be treated to one of those transcendent experiences that are all too rare in today's cinema. Who knew that Emma Stone could be this good demonstrating a range, and a voice, that takes one completely by surprise. Wonderfully supported by Ryan Gosling, the pair effortlessly create chemistry usually not seen outside a lab. Their renditions of a clutch of memorable songs are dynamically performed and stunningly choreographed. Stone's dulcet tones singing' Audition- The fools who dream' is heartbreakingly evocative and succeeds in raising the hairs on one's arms and neck. In fact the score and sound make the film seem like a throwback to an earlier age as does the gorgeous colour cinematography. Technically, every aspect of this unique entertainment has the wow factor. Emotionally the film is very well grounded with its biggest flight of fancy taking place at the Griffith observatory. Director Damien Chazelle trumps his achievement on 'Whiplash' by triumphantly reviving a moribund genre. That he has produced such a dazzling and accomplished piece of cinema in the process is no small feat. If this doesn't win best picture and actress at next year's Oscars (it will of course be loaded with them) then the Academy members themselves must be living in La La Land."" ]";7.0;13.0;7.0;6.0;2.5;6
lion;10;foxgrove;/user/foxgrove;Dec 17, 2016;"[ ""A heart rendering drama that will have all but the most cynical stifling sobs for at least half of its running time. This is a powerful and surprising story that is acted to perfection by Dev Patel and Nicole Kidman. Music and cinematography are great enhancers of the overall impact. On the face of it this felt like it would be just another routine drama, when in actuality it is the most surprising find of the year in cinema. A stunning must see."" ]";2.0;3.0;2.0;1.0;2.5;6
hacksaw-ridge;7;nameless;/user/nameless;Nov  6, 2016;"[ ""It is two stories. A love story and the battlefield story. It is well made and it connects the two. I don't know how I feel about it. It isn't American Sniper that touches the audience, nor is it Braveheart, an almost perfect movie. If you are interested in the subject it will satisfy but if not then it won't."" ]";6.0;7.0;6.0;1.0;2.3333333333333335;4
greenberg;9;Evolutionary;/user/Evolutionary;Jan  7, 2011;"[ ""This should be nominated for Best Drama. Baumbach has a great skill in creating character nuance that is not always pleasant, but certainly realistic. Those unaware of their own personality blind spots will feel uncomfortable during this movie. However, Greenberg is fully formed and expertly played by Stiller. There is a part of Greenberg in all of us."" ]";0.0;1.0;0.0;1.0;2.25;5
good-time;9;MarcDoyle;/user/MarcDoyle;Aug 11, 2017;"[ ""Easily one of the funniest, most inventive films of the year. It's fast moving like Trainspotting, but has the grimy feel of KIDS. Pattinson is fantastic, but the movie would be nothing without the bravura performance by Buddy Duress who plays ex-Con Ray and who brings HUGE laughs. (Can't mention what role he plays in the film without giving away a major spoiler.)  I would be shocked if this film doesn't catapult him to much bigger and better things. Jennifer Jason Leigh, of course, is brilliant in a smaller role. I knew absolutely nothing about this film before seeing it, and I was really happy that I didn't - it's how I'd recommend you engage with it. Skip the trailer, don't read much up on it. Just see it."" ]";3.0;4.0;3.0;1.0;2.25;5
deepwater-horizon;9;MarcDoyle;/user/MarcDoyle;Sep 30, 2016;"[ ""The film surprised the hell out of me, to be honest.  I knew it would be a harrowing experience, but I didn't expect such excellent acting performances. My hat is off to Peter Berg, as well.  He's an underestimated director, but he does something pretty amazing with such a tragic story."" ]";3.0;9.0;3.0;6.0;2.25;5
